15.26,12.11,20.11,22.03,1
15.34,12.14,20.34,22.07,1
15.42,12.17,20.57,22.11,1
15.5,12.2,20.8,22.15,1
15.58,12.23,21.03,22.19,1
15.66,12.26,21.26,22.23,1
15.74,12.29,21.49,22.27,1
15.82,12.32,21.72,22.31,1
15.9,12.35,21.95,22.35,1
15.98,12.38,22.18,22.39,1
16.06,12.41,22.41,22.43,1
16.14,12.44,22.64,22.47,1
16.22,12.47,22.87,22.51,1
16.3,12.5,23.1,22.55,1
16.38,12.53,23.33,22.59,1
16.46,12.56,23.56,22.63,1
16.54,12.59,23.79,22.67,1
16.62,12.62,24.02,22.71,1
16.7,12.65,24.25,22.75,1
16.78,12.68,24.48,22.79,1
16.86,12.71,24.71,22.83,1
16.94,12.74,24.94,22.87,1
17.02,12.77,25.17,22.91,1
17.1,12.8,25.4,22.95,1
17.18,12.83,25.63,22.99,1
17.26,12.86,25.86,23.03,1
17.34,12.89,26.09,23.07,1
17.42,12.92,26.32,23.11,1
17.5,12.95,26.55,23.15,1
17.58,12.98,26.78,23.19,1
17.66,13.01,27.01,23.23,1
17.74,13.04,27.24,23.27,1
17.82,13.07,27.47,23.31,1
17.9,13.1,27.7,23.35,1
17.98,13.13,27.93,23.39,1
18.06,13.16,28.16,23.43,1
18.14,13.19,28.39,23.47,1
18.22,13.22,28.62,23.51,1
18.3,13.25,28.85,23.55,1
18.38,13.28,29.08,23.59,1
18.46,13.31,29.31,23.63,1
18.54,13.34,29.54,23.67,1
18.62,13.37,29.77,23.71,1
18.7,13.4,30,23.75,1
18.78,13.43,30.23,23.79,1
18.86,13.46,30.46,23.83,1
18.94,13.49,30.69,23.87,1
19.02,13.52,30.92,23.91,1
19.1,13.55,31.15,23.95,1
19.18,13.58,31.38,23.99,1
19.26,13.61,31.61,24.03,1
19.34,13.64,31.84,24.07,1
19.42,13.67,32.07,24.11,1
19.5,13.7,32.3,24.15,1
19.58,13.73,32.53,24.19,1
19.66,13.76,32.76,24.23,1
19.74,13.79,32.99,24.27,1
19.82,13.82,33.22,24.31,1
19.9,13.85,33.45,24.35,1
19.98,13.88,33.68,24.39,1
20.06,13.91,33.91,24.43,1
20.14,13.94,34.14,24.47,1
20.22,13.97,34.37,24.51,1
20.3,14,34.6,24.55,1
20.38,14.03,34.83,24.59,1
20.46,14.06,35.06,24.63,1
20.54,14.09,35.29,24.67,1
20.62,14.12,35.52,24.71,1
20.7,14.15,35.75,24.75,1
20.78,14.18,35.98,24.79,1
20.86,14.21,36.21,24.83,2
20.94,14.24,36.44,24.87,2
21.02,14.27,36.67,24.91,2
21.1,14.3,36.9,24.95,2
21.18,14.33,37.13,24.99,2
21.26,14.36,37.36,25.03,2
21.34,14.39,37.59,25.07,2
21.42,14.42,37.82,25.11,2
21.5,14.45,38.05,25.15,2
21.58,14.48,38.28,25.19,2
21.66,14.51,38.51,25.23,2
21.74,14.54,38.74,25.27,2
21.82,14.57,38.97,25.31,2
21.9,14.6,39.2,25.35,2
21.98,14.63,39.43,25.39,2
22.06,14.66,39.66,25.43,2
22.14,14.69,39.89,25.47,2
22.22,14.72,40.12,25.51,2
22.3,14.75,40.35,25.55,2
22.38,14.78,40.58,25.59,2
22.46,14.81,40.81,25.63,2
22.54,14.84,41.04,25.67,2
22.62,14.87,41.27,25.71,2
22.7,14.9,41.5,25.75,2
22.78,14.93,41.73,25.79,2
22.86,14.96,41.96,25.83,2
22.94,14.99,42.19,25.87,2
23.02,15.02,42.42,25.91,2
23.1,15.05,42.65,25.95,2
23.18,15.08,42.88,25.99,2
23.26,15.11,43.11,26.03,2
23.34,15.14,43.34,26.07,2
23.42,15.17,43.57,26.11,2
23.5,15.2,43.8,26.15,2
23.58,15.23,44.03,26.19,2
23.66,15.26,44.26,26.23,2
23.74,15.29,44.49,26.27,2
23.82,15.32,44.72,26.31,2
23.9,15.35,44.95,26.35,2
23.98,15.38,45.18,26.39,2
24.06,15.41,45.41,26.43,2
24.14,15.44,45.64,26.47,2
24.22,15.47,45.87,26.51,2
24.3,15.5,46.1,26.55,2
24.38,15.53,46.33,26.59,2
24.46,15.56,46.56,26.63,2
24.54,15.59,46.79,26.67,2
24.62,15.62,47.02,26.71,2
24.7,15.65,47.25,26.75,2
24.78,15.68,47.48,26.79,2
24.86,15.71,47.71,26.83,2
24.94,15.74,47.94,26.87,2
25.02,15.77,48.17,26.91,2
25.1,15.8,48.4,26.95,2
25.18,15.83,48.63,26.99,2
25.26,15.86,48.86,27.03,2
25.34,15.89,49.09,27.07,2
25.42,15.92,49.32,27.11,2
25.5,15.95,49.55,27.15,2
25.58,15.98,49.78,27.19,2
25.66,16.01,50.01,27.23,2
25.74,16.04,50.24,27.27,2
25.82,16.07,50.47,27.31,2
25.9,16.1,50.7,27.35,2
25.98,16.13,50.93,27.39,2
26.06,16.16,51.16,27.43,2
26.14,16.19,51.39,27.47,2
26.22,16.22,51.62,27.51,2
26.3,16.25,51.85,27.55,2
26.38,16.28,52.08,27.59,2
26.46,16.31,52.31,27.63,3
26.54,16.34,52.54,27.67,3
26.62,16.37,52.77,27.71,3
26.7,16.4,53,27.75,3
26.78,16.43,53.23,27.79,3
26.86,16.46,53.46,27.83,3
26.94,16.49,53.69,27.87,3
27.02,16.52,53.92,27.91,3
27.1,16.55,54.15,27.95,3
27.18,16.58,54.38,27.99,3
27.26,16.61,54.61,28.03,3
27.34,16.64,54.84,28.07,3
27.42,16.67,55.07,28.11,3
27.5,16.7,55.3,28.15,3
27.58,16.73,55.53,28.19,3
27.66,16.76,55.76,28.23,3
27.74,16.79,55.99,28.27,3
27.82,16.82,56.22,28.31,3
27.9,16.85,56.45,28.35,3
27.98,16.88,56.68,28.39,3
28.06,16.91,56.91,28.43,3
28.14,16.94,57.14,28.47,3
28.22,16.97,57.37,28.51,3
28.3,17,57.6,28.55,3
28.38,17.03,57.83,28.59,3
28.46,17.06,58.06,28.63,3
28.54,17.09,58.29,28.67,3
28.62,17.12,58.52,28.71,3
28.7,17.15,58.75,28.75,3
28.78,17.18,58.98,28.79,3
28.86,17.21,59.21,28.83,3
28.94,17.24,59.44,28.87,3
29.02,17.27,59.67,28.91,3
29.1,17.3,59.9,28.95,3
29.18,17.33,60.13,28.99,3
29.26,17.36,60.36,29.03,3
29.34,17.39,60.59,29.07,3
29.42,17.42,60.82,29.11,3
29.5,17.45,61.05,29.15,3
29.58,17.48,61.28,29.19,3
29.66,17.51,61.51,29.23,3
29.74,17.54,61.74,29.27,3
29.82,17.57,61.97,29.31,3
29.9,17.6,62.2,29.35,3
29.98,17.63,62.43,29.39,3
30.06,17.66,62.66,29.43,3
30.14,17.69,62.89,29.47,3
30.22,17.72,63.12,29.51,3
30.3,17.75,63.35,29.55,3
30.38,17.78,63.58,29.59,3
30.46,17.81,63.81,29.63,3
30.54,17.84,64.04,29.67,3
30.62,17.87,64.27,29.71,3
30.7,17.9,64.5,29.75,3
30.78,17.93,64.73,29.79,3
30.86,17.96,64.96,29.83,3
30.94,17.99,65.19,29.87,3
31.02,18.02,65.42,29.91,3
31.1,18.05,65.65,29.95,3
31.18,18.08,65.88,29.99,3
31.26,18.11,66.11,30.03,3
31.34,18.14,66.34,30.07,3
31.42,18.17,66.57,30.11,3
31.5,18.2,66.8,30.15,3
31.58,18.23,67.03,30.19,3
31.66,18.26,67.26,30.23,3
31.74,18.29,67.49,30.27,3
31.82,18.32,67.72,30.31,3
31.9,18.35,67.95,30.35,3
31.98,18.38,68.18,30.39,3
